BJD RV eRV
2459499.63277092 8089.3324801094 0.444390685486852
2459501.59691599 8093.97020971581 0.382442365451091
2459502.57950136 8087.193693194839 0.543011417909049
2459528.56176491 8081.757284233371 0.346932634162011
2459546.54336992 8086.1532234180995 0.529421100754376
2459550.55387648 8077.655660492401 0.480389723993058
2459575.57006483 8068.35235935757 1.40112301569219
2459584.5674748 8075.6357845056 0.435817343507028
2459728.88672239 8067.736162424911 0.610305532007908
2459736.94778542 8081.43209561942 0.528104554127646
2459766.86208673 8073.14822602064 0.400513668296741
2459809.80999642 8076.54948216952 0.529768762202534
2459810.83100516 8079.94148459717 0.280206005320102
2459811.82774052 8080.30069354618 0.456626796369253
2459821.81540874 8076.8061519618095 0.405307555857343
2459826.88033339 8075.70919804572 0.696417590361455
2459828.80160014 8082.5478798493095 0.402452361419422
2459836.81540676 8085.940686884889 0.603757440183966
2459847.8278663 8090.10077149346 0.567285170573737
2459850.75866992 8087.185470600551 0.749621135823724
2459853.73359051 8078.2800086346 0.357385085191646
2459855.76405314 8079.56372201059 0.382184789621383
2459857.72697632 8082.46844264115 0.716334552294264
2459868.72134601 8080.89403487031 0.372593249056587
2459872.676019 8077.73484621554 0.59096820369084
2459883.61093972 8080.057943345891 0.576262917436057
2459884.59529613 8082.041563471559 0.345183809509936
2459891.68688946 8086.161609657941 0.38664189934018
2459893.65301356 8092.064136582049 0.399197964596303
2459903.64835411 8073.34253903692 0.392632478252873
2459905.64666404 8084.1299337499795 0.379214421131107
2459907.63420801 8089.04039844394 0.410220475711448
2459909.60142697 8084.675159468469 0.386930655601599
2459930.53853079 8075.15709133701 0.521920627354505
2459946.57325254 8077.19269696811 0.471506650293908
2459947.54677198 8074.65517907006 0.452681246989933
2459948.564466 8078.30271090125 0.462532872092748
2459950.53730355 8081.924632730329 0.624010008860757
2459952.53378697 8080.704034238251 0.491491940448915
2459954.53318925 8086.898120894929 0.533684618964833
2460096.90904712 8078.09395182696 0.37423194020435
2460100.92291164 8086.932725304569 0.363897282350238
2460107.93647341 8081.675256985839 0.635909214391258
2460108.9223767 8082.065747895809 0.501904692095515
2460110.87043135 8091.86933104398 0.376278882428443
2460118.84568847 8091.73798637392 0.49075255120522
2460118.89450094 8092.02959617263 0.631909829002546
2460129.8438282 8082.31352146344 0.454338355219738
2460130.80524649 8080.118297133589 0.503415241241004
2460131.94332379 8082.4503869274995 0.555453057446169
2460145.91650201 8081.030225706239 0.404981538666145
2460147.88515473 8076.804163735909 1.94944368286479
2460148.76496932 8080.52437893042 0.430952302900355
2460167.82724647 8092.408809424709 0.519065900808752
2460168.81149225 8090.0071378126195 0.394433165778621
2460169.84108649 8083.539077383691 0.380373027290675
2460173.79025119 8076.20414112535 0.495809528226876
2460192.66194648 8088.907525586081 0.602201783684342
2460200.7542908 8086.882924910609 0.76440951598281
2460201.73037475 8087.481516192661 0.395153452077387
2460202.8481014 8081.088115221579 0.51584933322353
2460203.78999207 8082.15399657581 0.519513547331944
