Time RV eRV BIS FWHM Contrast
55372.81133211 1.14388543 0.67382855 -59.26055693 6724.90460820 53.46463218
55372.81370363 3.73259227 0.70523873 -58.83106112 6726.40059877 53.45093519
55372.81623721 0.69729603 0.76168208 -59.26653514 6729.66461821 53.44793535
55372.81873430 0.28849407 0.75745254 -58.21261136 6724.85006098 53.46081101
55372.82110634 0.35654752 0.74240991 -59.88743230 6730.23008321 53.45440934
55372.82362307 -0.03719520 0.72210038 -59.85017831 6729.33711275 53.44705015
55373.78780202 2.36783710 0.71388192 -59.27224949 6724.83945912 53.45884751
55373.79042304 2.08163059 0.68306747 -58.88999100 6724.60642587 53.47126787
55373.79313051 4.92627375 0.75739314 -56.83913989 6731.12534642 53.43673657
55373.79588533 1.14066502 0.76916082 -59.71406765 6727.58884350 53.45430259
55374.78309228 4.40950088 0.81253073 -57.02300424 6727.76950810 53.47258405
55374.78560973 5.25107065 0.81033385 -58.13872152 6727.79151334 53.46339564
55374.78808497 2.47526980 0.79704115 -57.38507669 6725.17798999 53.46009852
55374.79051256 4.25322634 0.85113556 -55.81986371 6729.22466387 53.43874641
55375.69523351 2.01528997 0.77045264 -59.83873922 6726.17699461 53.47385993
55375.69769130 0.94958908 0.74568909 -59.41497708 6728.90139566 53.47286259
55375.70010324 1.47333649 0.77023045 -61.71440212 6723.41704050 53.47834188
55375.70255213 1.46442246 0.73682701 -58.68830980 6725.12152722 53.49506511
55376.66677148 2.84227842 0.54644186 -57.47245534 6730.22151147 53.44601755
55376.67229383 1.43204695 0.55159681 -59.76212025 6730.65376276 53.43580281
55396.81925559 -3.17039306 0.44050006 -58.20497912 6732.65649472 53.39909713
55399.79482861 -0.97220109 0.30061421 -60.60612467 6730.25581787 53.44399164
55401.72501051 2.85166343 0.48310753 -57.98147899 6730.34299683 53.41618202
55403.74535021 1.02566264 0.41487689 -56.85036818 6731.52940332 53.43075142
55407.74028918 0.50944804 0.42586036 -60.16288957 6729.13227104 53.45404979
55407.74514365 0.30763851 0.63130673 -60.91641452 6725.30167269 53.45684305
55409.76068230 -1.23976507 0.42525520 -58.67193013 6732.59526978 53.39910079
55409.76621336 -1.80551006 0.43813875 -58.74076271 6732.83729519 53.39597880
55411.70285187 1.06529087 0.44434234 -58.05213000 6732.00311338 53.42172789
55411.70837979 0.70250797 0.45028192 -59.92769565 6731.97279079 53.42268739
55413.74250878 3.09608416 0.49548381 -61.25972561 6734.29573611 53.41857051
55413.74813623 3.86633483 0.54054392 -58.66658633 6730.41536837 53.43647262
55423.67194079 -3.58810890 0.65972276 -56.76428278 6732.28917766 53.43194151
55423.67578170 -3.13963736 0.64964179 -59.65323468 6732.19410618 53.43304134
55423.67968881 -3.80475667 0.59839255 -57.07806461 6734.46297025 53.41705475
55424.62413311 -3.07830917 0.84035499 -57.83307488 6732.70708620 53.43101934
55424.62804427 -3.44066196 0.77464803 -58.95935062 6730.92371085 53.45272144
55424.63177859 -3.28766905 0.79138724 -58.27520843 6732.72272331 53.43607813
55425.57212913 -2.83429182 0.58563557 -59.47582930 6731.37823256 53.42353352
55425.57601517 -2.73651387 0.59577102 -57.45415565 6730.98947679 53.41722096
55425.57989172 -2.74584243 0.59813017 -58.70334248 6731.73712400 53.42838875
55427.71890604 -2.02937436 0.53558157 -59.89118590 6724.49417570 53.47065938
55427.72268247 -1.76719818 0.52534037 -60.15778417 6725.92017316 53.47225956
55427.72648448 -0.10241855 0.53217490 -60.81893916 6725.43410850 53.47386379
55428.72708899 -0.96375964 0.51704708 -59.81837073 6726.60798980 53.46694763
55428.73093047 -0.03371569 0.48495427 -61.29403639 6725.36657556 53.47674709
55428.73470817 -0.14047761 0.48999719 -60.73946548 6724.25823777 53.49067733
55435.65573142 -3.56486796 0.60129675 -59.97468371 6726.16018038 53.45257363
55436.66389407 -4.88530654 0.36006597 -59.46473935 6729.98135662 53.44899069
55436.66917649 -5.18379461 0.35334678 -58.74281240 6725.57309660 53.46455180
55437.67315196 -5.67470214 0.36460943 -59.58784501 6728.36459924 53.47170172
55437.67843137 -6.21366560 0.36341901 -59.36269293 6726.87895136 53.47328496
55438.70913163 -3.46718725 0.34446528 -61.25439588 6727.88527846 53.46573606
55438.71426532 -3.33199053 0.33508634 -61.06234790 6728.95527112 53.47199397
55439.73170412 -2.72630377 0.31527906 -59.80411451 6728.24210954 53.47900432
55443.71101800 6.24315013 0.40021848 -58.83126472 6734.27376751 53.42338269
55444.72686597 3.80409792 0.29203690 -58.41248128 6734.61978053 53.42209012
55445.63863661 7.01206451 0.27384344 -59.95930191 6734.29918187 53.41785762
55446.65961906 7.77487767 0.53251439 -57.12730093 6733.59349576 53.38832666
55446.66470191 6.40766291 0.48898033 -60.05979132 6734.93127575 53.38573260
55453.60363823 -0.45515222 0.41984437 -56.04287404 6732.63361968 53.41251993
55453.60721748 -0.30986923 0.41242593 -57.40905065 6729.83688861 53.43085715
55453.61086594 -0.93854189 0.43712572 -58.09731687 6731.32161537 53.40569744
55456.54051391 0.95265499 0.54521467 -58.85770164 6730.04090225 53.42510072
55456.54391598 2.69842158 0.55552660 -58.01664722 6729.70877438 53.41836337
55456.54727149 3.44026475 0.65262259 -57.45036430 6733.99690776 53.42375609
55458.64094687 1.58585040 0.43418376 -57.32778416 6733.64055878 53.39874033
55458.64613036 1.68022987 0.39980337 -55.73773548 6731.75185107 53.40389075
55459.53400789 4.52443614 0.36080606 -57.00686988 6731.14342967 53.40990709
55459.53897545 1.43025451 0.34676381 -56.77688249 6732.39194393 53.40791147
55480.52996066 -4.59900029 0.51926770 -62.40482943 6725.95538351 53.45689844
55480.53374278 -3.43006132 0.47259681 -61.29993214 6726.15421775 53.46560556
55480.53754411 -1.50131078 0.49850610 -60.15621570 6723.90658270 53.46435745
55482.55555263 2.79526880 0.38383446 -60.10954895 6730.31188223 53.44724075
55484.54282439 2.66219466 0.54955151 -62.28534962 6730.22007252 53.41773015
55484.54659956 5.04897575 0.56871126 -59.08401075 6733.31167472 53.41421163
55484.55043701 5.04437744 0.54327956 -58.19068968 6730.58597691 53.41958769
55485.52795162 3.86532412 0.46455849 -60.92611578 6731.41181685 53.41740568
55485.53374214 5.95879843 0.47863740 -61.78495556 6731.35251997 53.41650030
55487.54398872 4.65541269 0.43627532 -59.81007757 6731.93662536 53.40117235
55487.54967277 4.85128484 0.43370534 -57.08967891 6732.84515220 53.40109427
55493.54502525 -1.97154890 0.42827283 -56.91310365 6733.66629092 53.39241626
55493.55125526 -2.14377983 0.43689498 -55.51083618 6732.74667806 53.39428658
55495.53664408 -2.88988689 0.43290435 -56.93096684 6732.54042426 53.40643469
55495.54243404 -2.84184293 0.45779252 -58.58176293 6731.14340242 53.41249720
55498.51858694 -0.73151414 0.70559485 -57.39272318 6733.22187533 53.42003771
55498.52421847 -0.17999359 0.63917965 -58.26978430 6732.39943446 53.38465041
55500.54477944 -1.79710635 0.37143040 -58.37244154 6728.74654673 53.44694159
55500.55015624 -1.74085521 0.40341832 -58.94057761 6729.19541522 53.43622627
55501.54787795 -1.17826092 0.33271792 -57.89757255 6727.94915643 53.46668253
55501.55351249 -1.82364609 0.31945754 -58.11903562 6726.23570221 53.47252971
55505.51556276 -1.05951697 0.37571329 -59.40270420 6729.99089714 53.47432265
55505.52119824 -0.64957630 0.37200730 -60.63206524 6727.93592609 53.48101892
55507.51790961 -3.80598223 0.29573697 -60.67462610 6726.20460106 53.50593013
55507.52359926 -5.54689147 0.30064563 -60.56624638 6725.14662446 53.51832406
55509.51882518 -2.75143780 0.41018501 -60.46849281 6728.57751969 53.48874264
55509.52429413 -2.75362949 0.38524156 -61.05192420 6727.65233178 53.47955490
55511.51722608 -2.41431310 0.43069510 -60.36305162 6725.23714699 53.48051988
55511.52270521 -1.99774831 0.42826537 -60.10533184 6726.02800366 53.47196254
55513.50532832 1.82164333 0.45144944 -60.36857350 6728.85704539 53.46975456
55513.51101382 2.38404720 0.47504840 -61.86011504 6730.29776208 53.46620585
55514.50660789 1.18927181 0.36544343 -60.96565287 6729.73643889 53.48713714
55514.51212581 1.36556297 0.37151464 -60.42494651 6730.03274444 53.47180922
55519.50471317 4.51619046 0.55335749 -59.96975043 6740.52649153 53.38836516
55519.50958065 5.15159992 0.53476975 -60.35920222 6741.52535937 53.39127853
55523.50880640 2.46336522 0.44878615 -57.88613511 6739.01336222 53.39684352
55523.51380399 2.86841493 0.46773130 -57.29009302 6736.95119298 53.39009845
55524.52225636 1.97185755 0.36676921 -57.56267392 6733.04718238 53.41847196
55524.52721646 2.51443003 0.37267455 -58.23643667 6735.10218592 53.41467461
55653.90159909 0.63117678 0.40218711 -56.48240544 6733.73775002 53.38906771
55653.90717915 1.28174997 0.39784945 -55.79469023 6734.06649849 53.38169125
55654.90113151 1.67192605 0.43857539 -56.05493025 6733.76110870 53.37252483
55654.90671057 2.13474510 0.39539311 -56.24999720 6733.37727900 53.38233541
55657.90999560 0.44870776 0.33216577 -56.56350101 6733.33584096 53.39955168
55657.91557978 0.14427609 0.34543845 -55.09203250 6731.71784282 53.40521726
55659.90872591 1.36057838 0.41474202 -55.56406131 6730.58679404 53.40603194
55659.91431226 -0.25793672 0.43191188 -55.36397820 6732.66161202 53.39829848
55660.90266072 0.29742879 0.27928499 -56.34638515 6735.28285034 53.40301010
55662.90325940 -0.78298590 0.50811803 -56.84797894 6729.55836354 53.38666653
55662.90894776 -0.63472341 0.48776245 -57.39238274 6733.71777169 53.39503697
55663.84003951 -2.32791438 0.92095449 -56.40904828 6731.06105588 53.40756045
55672.89850382 0.40779595 0.35767251 -59.37639856 6730.87652497 53.44767605
55672.90354661 0.65819108 0.33177294 -58.28053626 6731.73612347 53.43812774
55675.90621972 -1.92626709 0.24027869 -58.97995816 6729.00165627 53.49029239
55679.88067048 -2.37512463 0.28275282 -58.48286986 6729.28486072 53.45581120
55679.88589360 -3.08383437 0.28726184 -59.78102978 6730.21674452 53.45196170
55712.89445047 0.50569543 0.30883108 -59.93619473 6732.46970500 53.44246526
55715.86544823 5.03123227 0.72803637 -57.66990749 6735.85568768 53.40682394
55715.86815359 5.26298216 0.75639483 -60.13946219 6732.78617543 53.41253418
55715.87076543 5.24669805 0.76510210 -58.98021470 6727.69893875 53.40635059
55715.87351882 5.17618871 0.79103905 -59.84221663 6736.85433072 53.40615801
55727.86022161 3.19100725 0.56429271 -57.84346297 6737.39163288 53.36045527
55727.86392079 2.11230044 0.55221688 -59.34898833 6736.85746258 53.36980671
55727.86772598 2.37471714 0.59725200 -59.34594993 6738.50131436 53.36686870
55735.80993862 -2.84101317 0.29001898 -59.27863204 6733.62008037 53.41599328
55754.77801294 2.08873253 0.58179498 -57.62182884 6733.59921390 53.39395306
55755.75649479 1.53536623 0.41490667 -59.96976860 6734.75020337 53.38940389
55769.73707123 -1.70252371 0.36894732 -57.57911050 6730.08879138 53.42280089
55769.74284878 -1.76709271 0.41607010 -58.49133648 6731.61346123 53.40386706
55776.62925083 0.85166293 0.38538973 -58.77235140 6739.45629628 53.39865082
55782.62576525 1.29900012 0.41057020 -58.04344593 6736.56139548 53.39089458
55784.73844366 4.12473847 0.30278318 -59.87062094 6731.57750542 53.45426049
55801.52746855 0.25037782 0.67893443 -59.99372406 6741.07415416 53.36097961
55801.53239948 -0.12774537 0.62890715 -58.40055045 6738.45982052 53.37606364
55804.63310616 -1.77924629 0.59951367 -61.26679553 6735.24028373 53.39296214
55804.63843764 -1.83099097 0.55346104 -60.24166670 6735.78891588 53.40274969
55807.62704277 1.47264937 0.51869366 -60.01256639 6734.16234582 53.43007173
55807.63193549 1.13129975 0.47750959 -59.74041693 6732.67692904 53.41837433
55810.58231787 -3.12066163 0.40872373 -60.69555777 6738.41449214 53.40138267
55810.58750015 -2.19488112 0.43006222 -60.15998561 6733.71265763 53.41189416
55816.58777413 2.24715978 0.51874012 -60.42288781 6725.49501428 53.46216191
55816.59135465 2.70020785 0.48233980 -59.43637525 6725.60285839 53.46055576
55816.59493102 2.38445309 0.47530657 -58.83510093 6725.31348908 53.45953146
55834.62284098 -2.43047243 0.32090484 -59.23302620 6730.63697415 53.46865059
55834.62836672 -3.27659903 0.32054426 -60.14487512 6730.82464446 53.46909725
55836.58648220 -4.72131773 0.37182221 -59.56345885 6732.40498771 53.44898569
55836.59221416 -5.10246603 0.37039733 -59.41288462 6730.85219243 53.46072457
55839.58577336 -3.43292912 0.48931406 -57.89743230 6737.68901566 53.38547515
55839.59156386 -2.53235745 0.49450978 -58.21724966 6736.32712227 53.38660680
55842.55031913 2.03237674 0.57000945 -57.04309595 6742.48243037 53.35162708
55842.55580251 1.97161447 0.46913869 -59.70765803 6739.31652531 53.37530616
55845.57640215 5.31627797 0.57075036 -59.96280774 6738.75333928 53.36036974
55845.58202684 5.62694845 0.49538087 -59.69348048 6736.92685489 53.38331701
55870.49956082 -3.85222205 0.39748176 -59.98679174 6730.48933262 53.45358403
55870.50519642 -3.09981670 0.39129958 -60.71465804 6730.16754660 53.46094769
55874.53298348 1.72640221 0.55048547 -60.41898104 6733.96638069 53.42388369
55874.53820720 3.55731325 0.74108459 -59.13233130 6733.73622068 53.44761023
55878.55031619 3.40356696 0.72519328 -59.99905641 6730.58502104 53.44163673
55878.55573736 5.35590769 0.70458042 -60.37635731 6729.98694683 53.47571150
56020.89351555 4.16917509 0.43435573 -57.78456203 6733.43406117 53.39426537
56020.89893649 3.66148982 0.42442262 -57.19892506 6734.29119509 53.38819847
56022.89017315 0.62189654 0.53247257 -57.55751448 6733.36326135 53.38235917
56022.89565232 -0.22888390 0.59387759 -57.08791704 6733.30112135 53.37740410
56024.89212661 -1.65274779 0.46165730 -56.91891014 6730.20048203 53.38460709
56024.89781582 -0.86738777 0.43970944 -56.42868647 6731.98157870 53.39384726
56028.92303395 1.65475757 0.37659494 -57.76005764 6735.20202519 53.39823493
56029.89366040 1.51186179 0.58139927 -58.90375323 6732.66960117 53.36902791
56029.89912774 0.95173233 0.55592074 -58.15217670 6736.12248283 53.36666133
56031.85373699 2.52631555 0.43993733 -57.19747784 6736.92968132 53.38699118
56052.85783223 -2.39311644 0.43823974 -59.66475150 6736.02345348 53.38714010
56052.86325707 -1.39088165 0.42554838 -59.31343697 6735.63765413 53.38570649
56053.85241373 -3.31579187 0.47492070 -60.20385888 6730.17958032 53.41299800
56053.85788370 0.74315634 0.45059651 -59.51490727 6728.86789391 53.41322526
56054.84068851 -1.39356369 0.29461911 -60.34541886 6733.56084145 53.41806344
56055.88763516 0.15334499 0.28429771 -60.57699314 6732.26754457 53.43274244
56056.81891311 2.54991442 0.47979202 -59.45983917 6737.87838036 53.39759740
56056.82448816 2.09828002 0.43891013 -58.69751444 6734.82709084 53.39078897
56078.84416352 3.17924870 0.35490687 -58.81036836 6735.35162119 53.36202700
56078.84984919 2.83582715 0.34761323 -58.47768946 6736.18459083 53.35533204
56081.83351919 0.86707215 0.42987341 -57.11462602 6735.76881948 53.34580448
56081.83941808 0.57729720 0.35434363 -56.59645815 6735.55192796 53.35840237
56085.82128722 3.62542004 0.47323426 -57.18468677 6737.47785576 53.37791634
56085.82702006 4.37102031 0.49398671 -58.67020863 6738.11545926 53.37604192
56088.74351713 5.91795136 0.30284124 -57.92173298 6742.58831092 53.39911534
56092.90113567 -0.51839146 0.34372393 -59.33162238 6740.50735434 53.40431961
56115.81632050 4.02860876 0.41915590 -57.65588681 6743.29699537 53.32789361
56118.81076487 6.58911869 0.28566730 -58.76493704 6740.86437548 53.34140511
56121.82115130 3.23236648 0.75552263 -59.27162022 6738.04110756 53.33352398
56149.68690577 -1.19432612 0.45488543 -60.01788628 6731.65174418 53.40869184
56154.72427801 4.83618863 0.46610223 -57.54220837 6742.31098329 53.33776748
56154.72922350 5.44539932 0.68355441 -57.85551209 6744.75695659 53.32214124
56166.52833487 -4.59852913 0.35062472 -57.36873452 6739.15647945 53.32818354
56168.61025444 -4.21887207 0.52045494 -57.47172122 6735.50958489 53.37683683
56168.61588433 -3.97452152 0.46169265 -56.93198060 6733.06984019 53.39203035
56171.51134559 0.69288693 0.28978004 -58.25424116 6734.21129112 53.40779623
56173.69562198 4.50091815 0.46773155 -58.48869997 6733.65792844 53.38780195
56181.61365783 1.98412322 0.33432027 -58.24329316 6734.91156020 53.39716173
56186.62453206 7.01273495 0.29794278 -57.89694311 6741.03732460 53.35442678
56189.66762739 7.07189260 0.90787824 -57.82293302 6739.03505243 53.35426143
56190.59364973 2.77688526 0.47074804 -55.83411093 6741.40282075 53.33825351
56190.59932921 1.83828902 0.44328880 -56.60422459 6738.77338965 53.35624273
56195.58705454 1.32482663 0.49034789 -56.74388901 6738.00905906 53.34923433
56195.59257368 1.33970901 0.49088395 -57.14456275 6741.34094022 53.33437942
56198.56487645 6.87604081 0.63374143 -53.18956865 6742.18996804 53.27664336
56198.57065514 8.19178852 0.66756332 -57.51122981 6742.09392671 53.26455016
56204.54797302 3.38546235 0.42178314 -54.94532515 6742.67758494 53.30433200
56205.52398335 0.81653207 0.25307962 -56.82440798 6738.42193421 53.36872953
56208.61652460 -0.92027275 0.50468204 -61.29487260 6743.01053556 53.35189972
56209.54158260 1.02285930 0.56263242 -58.18254029 6749.97373048 53.33205190
56210.53293636 1.43650835 0.46433317 -60.14925326 6750.60924253 53.33244995
56212.52428343 6.55935245 0.26870177 -59.54742204 6746.15508846 53.37841849
56217.52442814 7.92224486 0.40231934 -54.24355843 6745.47561630 53.31434847
56217.53027020 9.68719688 0.39375674 -53.53974932 6748.03300891 53.32017515
56218.58873584 9.58979530 0.42307792 -53.79075002 6752.26139742 53.28110878
56219.50110042 7.82521667 0.27659621 -53.43579916 6746.74672453 53.32757732
56220.49210598 6.03275905 0.42407122 -53.30425218 6746.59583380 53.31475324
56220.51485329 5.71196139 0.35031813 -54.64059532 6745.91611794 53.30855811
56409.86787323 5.22345728 0.65740851 -54.98346046 6746.51687270 53.22322807
56409.87349675 4.16768306 0.63444949 -53.95081121 6748.39518017 53.21933652
56410.79644326 7.02762688 3.38506622 -39.48836927 6755.53123191 52.72808207
56410.80504358 8.17380589 2.52697824 -65.59205098 6760.98950740 52.74838385
56416.82554846 6.01939756 0.59113389 -55.43336732 6742.42169481 53.28911626
56416.82934846 7.67514849 0.58609372 -55.36151802 6739.62706284 53.29927759
56416.83322613 6.57621046 0.60823713 -55.55910770 6744.84256923 53.27877143
56432.88569709 3.96895326 0.42755289 -59.46796502 6739.48512298 53.37015022
56432.89090719 3.88810162 0.48620869 -60.08684739 6739.95690198 53.36318066
56433.90605466 5.50309943 0.78569717 -57.36239703 6738.19814096 53.34215447
56433.91117898 5.02239661 0.85200052 -60.28180800 6742.57291256 53.33803304
56434.89323710 1.71794145 0.51734982 -58.60584507 6737.71298357 53.37102792
56434.89891792 3.08304957 0.50068799 -56.76756282 6738.17834690 53.36761738
56437.88997642 0.15703593 0.43329923 -58.20212442 6741.97841067 53.32894466
56437.89550712 0.86171264 0.39987642 -57.36659577 6740.05219669 53.35154035
56438.86155564 1.85650619 0.35019328 -57.35489541 6742.02547530 53.32534351
56441.86109526 -0.30660090 0.45726190 -56.34678003 6746.06483620 53.29523484
56454.83314825 3.41183611 0.38662153 -56.02286926 6740.71769068 53.30305206
56454.83868023 4.06182705 0.38796320 -55.79259887 6738.11638111 53.31734148
56467.82397492 0.16539539 0.67113096 -61.17553993 6743.53518756 53.33372021
56467.82770785 1.10299250 0.59674705 -57.30295920 6738.88039463 53.33445524
56467.83148557 1.31930922 0.63463353 -58.36969275 6740.29348355 53.34712278
56473.86162442 3.36765492 0.56410124 -58.52213584 6739.55219392 53.36514641
56473.86560859 2.90507163 0.54662343 -58.33652970 6741.17123939 53.37507863
56473.86938154 2.76642323 0.58977228 -62.14508553 6741.47519014 53.33673010
56480.77733564 0.59521657 0.53471805 -56.76417805 6740.45172221 53.34940271
56480.78306955 -0.92731863 0.49745430 -56.02407648 6743.35152079 53.34515147
56481.63228790 -0.79529935 0.66143576 -58.73271839 6744.89330789 53.32326670
56481.63797806 -0.92032516 0.67111649 -59.53705051 6740.39524116 53.32660830
56501.60070775 7.01947181 0.34462200 -57.83281760 6743.96585756 53.32045011
56523.74510127 1.22843463 0.31233906 -59.65417100 6741.14616991 53.35587801
56524.69205658 2.89906017 0.38268069 -58.67618062 6737.10017787 53.39382225
56524.69748143 2.44966465 0.38980160 -58.27849415 6739.47538890 53.37408881
56525.74452896 2.57494986 0.34855177 -58.13299378 6742.21646282 53.35781522
56569.53484208 1.70718121 0.57677613 -60.68362168 6743.60801811 53.33518147
56585.56544589 6.40521146 0.45927676 -57.76214606 6739.23097816 53.36095193
56585.56925499 5.04958285 0.44600072 -58.48367909 6735.65409910 53.37775766
56585.57313644 5.41135114 0.45417275 -59.60498152 6738.53985902 53.38257985
56586.54847279 4.30891540 0.50006629 -57.20028160 6738.37342741 53.37268016
56586.55231615 4.37355024 0.53351862 -57.70367786 6739.24563744 53.36972856
56586.55622516 3.80782639 0.55300041 -58.26455617 6737.13588428 53.37631409
56590.51174357 7.17745555 0.72900681 -56.71264128 6740.87160852 53.38372572
56590.51572455 7.82990778 0.81063276 -59.65243384 6736.79609201 53.38396914
56590.51939860 6.98082994 0.68759583 -59.55340113 6736.40613288 53.38903283
56765.91856864 0.90919286 0.38857837 -59.68870971 6739.58929147 53.36171217
56765.92379919 0.61359953 0.39177142 -60.46445126 6739.10724992 53.35851103
56789.85492455 7.76053405 0.42485795 -57.60265324 6740.78090952 53.34596650
56789.86050567 7.84206775 0.43875869 -59.07912403 6739.89193328 53.34454144
56806.89096414 2.13677905 0.45658087 -60.11539355 6741.91959548 53.35331459
56829.89414241 4.41849151 0.30249238 -60.04903638 6738.74438314 53.38423818
56857.74949027 5.30932697 0.49540723 -58.30617475 6737.29749988 53.37885528
56857.75521810 5.97226428 0.48483995 -59.92567996 6738.01635270 53.36781383
56866.78540951 0.27440845 0.39649335 -59.68350958 6737.79685837 53.39693920
56896.72872074 2.67363894 0.56538555 -58.55538625 6741.12970550 53.36194864
56896.73406851 3.22696657 0.69513224 -58.94002841 6741.61029463 53.34305343
57146.92067617 3.01568106 0.30318006 -58.07291657 6746.07669389 53.34638277
