Time RV eRV BIS FWHM Contrast
53695.70804509 2.04724412 0.39564532 -47.89327629 6258.21865441 63.48442776
53695.71188313 2.22187898 0.39667955 -45.68581526 6256.56891924 63.49196644
53695.71583829 3.13694823 0.41048828 -45.27434018 6255.76206386 63.49737663
53696.69020566 3.11995564 0.46541522 -45.34767535 6259.84405090 63.46849487
53696.69400722 3.15467430 0.46255325 -45.13356597 6262.14560324 63.46723784
53696.69780533 3.15424103 0.48014187 -46.08879849 6261.68162988 63.46733557
53696.70168061 1.47095143 0.47615648 -45.65380302 6256.47465520 63.49585503
53696.70551724 2.36792586 0.45403512 -45.70004956 6259.45809765 63.48071506
53696.70936395 1.99449848 0.47088853 -44.98407611 6258.58109558 63.48337455
53696.71319110 2.19272084 0.47065530 -46.82407869 6258.75897502 63.47315398
53696.71704347 1.84127770 0.44830751 -46.14219141 6261.01711610 63.48178305
53696.72083680 2.28010412 0.45217377 -47.27633767 6258.33437778 63.48084826
53696.72468920 2.81650230 0.45120709 -46.83202017 6259.09546110 63.46785254
53697.71701615 -3.39519020 1.21510203 -50.32898590 6268.57199298 63.54073708
53697.72102073 1.53565344 1.15782277 -43.29037274 6268.87342718 63.52109295
53697.72466663 -2.37426026 0.97681380 -45.64737011 6267.09808258 63.52222219
53697.72867570 -2.47153748 0.97139364 -48.30009739 6263.21060180 63.54337579
53697.73258561 -2.19380231 0.95643182 -47.85287898 6264.86213781 63.55106606
53697.73621241 -1.50926231 0.88224228 -48.01424085 6261.25681471 63.53002673
53697.74007532 -1.58943754 0.93272324 -47.08080299 6263.65259092 63.49926442
53697.74383533 -4.05775325 1.05501983 -46.14133578 6258.94957846 63.53386243
53697.74769881 -2.14955666 1.12454255 -49.14425832 6263.27171474 63.50779753
53698.72289083 -4.33906921 0.59658515 -47.50210799 6261.65414138 63.47331024
53698.72675870 -4.13275759 0.58997891 -46.76734753 6261.45837652 63.48190969
53698.73052012 -4.33901340 0.60883087 -46.79618438 6260.14044525 63.48924010
53698.73444195 -3.80330174 0.62328154 -45.55285767 6263.33996706 63.49070155
53698.73828112 -3.58891388 0.61619015 -47.67462708 6263.58267011 63.47139802
53698.74206903 -4.01402440 0.58425507 -47.94199242 6264.00095548 63.47152875
53698.74590185 -3.56738574 0.58107292 -48.84197423 6262.69662362 63.46904332
53698.74977123 -3.17009966 0.65561684 -48.00145325 6264.98592774 63.48277505
53698.75348298 -3.49729297 0.66865444 -47.30849122 6263.11621272 63.47639711
53699.72165423 -4.96195872 0.53605540 -47.21196225 6259.69966425 63.49044547
53699.72527558 -3.43928802 0.48936495 -45.74067136 6264.65441733 63.47222396
53699.72910783 -3.15743851 0.49466138 -46.23351851 6262.56880410 63.47236021
53699.73297918 -4.01146736 0.49870178 -48.72266380 6261.36238398 63.46387163
53699.73681604 -4.65040525 0.51731773 -48.25059351 6262.67095030 63.47233017
53699.74069806 -4.14426440 0.50808703 -49.56929381 6260.30049804 63.47479221
53699.74450113 -3.75514913 0.51768960 -46.18086659 6262.79514509 63.47429850
53699.74835373 -3.46146778 0.48947788 -46.47996910 6263.33195407 63.45809940
53699.75212879 -4.51617919 0.51961494 -45.06064858 6263.32514229 63.46849812
53700.75351048 -3.49303468 0.51435699 -49.11323403 6263.26592026 63.48094647
53700.75721459 -4.31439877 0.48035327 -48.45125834 6262.55442020 63.46725275
53700.76108930 -3.68794304 0.50434062 -46.45644891 6266.38682054 63.45736259
53700.76489757 -3.87879211 0.49175140 -47.70648480 6265.28171245 63.46058159
53700.76873675 -3.36683203 0.47639871 -47.97229486 6263.18432375 63.45950681
53700.77263369 -4.15817552 0.47371922 -48.59323695 6263.91949105 63.46051091
53700.77642982 -3.17972479 0.47167021 -44.47817423 6263.81701793 63.47053295
53700.78034097 -3.99279935 0.45924913 -47.75916164 6264.43841434 63.45802552
53700.78415030 -4.64094538 0.45803605 -46.82634230 6261.77535834 63.46718221
53721.72848809 -1.56778424 0.42319885 -47.90496874 6261.54985297 63.46944900
53721.73225735 -1.67641379 0.42998958 -48.00021802 6258.40738976 63.47186060
53721.73611341 -0.30029641 0.41903009 -47.33069313 6256.10553781 63.48733212
53721.73995385 -1.25863300 0.44204727 -47.74248569 6260.66878578 63.46714236
53721.74381858 -1.22393147 0.46366984 -47.03551147 6259.03819287 63.47728638
53721.74770439 -1.48250894 0.48076857 -47.80976080 6259.76197132 63.46019436
53721.75154228 -0.28374154 0.47316851 -47.36493398 6259.31805723 63.47031379
53721.75533862 -0.92064407 0.46078524 -47.16713581 6259.84744360 63.45647361
53721.75917048 -1.32971672 0.44466862 -47.97492560 6259.23445314 63.47695643
53721.76304032 -2.04553144 0.43108602 -46.54433549 6260.00074401 63.47362577
53722.72778542 0.53411832 0.45075262 -47.72659700 6258.10137903 63.46719850
53722.73151764 1.04989813 0.45597739 -47.11385271 6259.93570479 63.46706988
53722.73528135 -0.20814440 0.47205712 -47.28033418 6262.19623763 63.45391859
53722.73914643 -0.20792753 0.47020280 -47.36641174 6260.98586196 63.46210053
53722.74301256 0.88468768 0.46335202 -47.28630389 6260.63159536 63.46038040
53722.74685150 -0.29667723 0.47942634 -45.89945183 6260.54258176 63.46066508
53722.75071750 -0.11997315 0.47105936 -46.62297215 6261.01294270 63.46078309
53722.75451212 1.01555984 0.46571369 -44.72847601 6261.41184653 63.46706448
53722.75834351 0.80184586 0.46896372 -46.95496862 6258.67910216 63.47441768
53722.76217654 1.30132157 0.48936794 -45.93798472 6260.59246346 63.45784533
53724.69039563 -1.83692958 0.43563022 -46.72945026 6259.03318702 63.46320304
53724.69424138 -2.75553261 0.42639997 -46.24179254 6262.11025973 63.45584598
53724.69804074 -2.28039394 0.42333445 -46.87502997 6259.47502311 63.45778998
53724.70189888 -2.19908681 0.42579796 -44.67754520 6260.10037871 63.46727124
53724.70576558 -1.86206194 0.41284306 -46.06768623 6257.26906155 63.47481106
53724.70949596 -2.55463156 0.42015670 -47.59917872 6262.30714199 63.45685918
53724.71340132 -2.73619834 0.41590177 -45.86292237 6259.01178184 63.46854353
53724.71722938 -1.71364974 0.42586008 -46.58913308 6257.66919718 63.47454380
53724.72109238 -1.81068525 0.43851484 -46.39957289 6262.18451092 63.45178933
53724.72484451 -1.88918145 0.44479180 -46.51739015 6259.40258509 63.45971431
53725.69786907 -1.14411751 0.44136146 -46.14490208 6261.39872634 63.46408539
53725.70173011 -0.30717391 0.44142675 -46.41497412 6260.95191854 63.45869122
53725.70551556 0.12710751 0.42646611 -45.31763820 6262.12283125 63.46346410
53725.70930669 -0.43937774 0.44624949 -45.92195073 6261.16531805 63.46433172
53725.71317364 0.57022858 0.45209457 -44.75679460 6258.59184997 63.46819563
53725.71700745 -0.30650930 0.44241704 -47.36517871 6262.50138925 63.44838541
53725.72080564 0.88265856 0.44445718 -44.80823633 6262.80150029 63.46113048
53725.72467444 0.13534036 0.45021983 -46.54964046 6259.96191740 63.45300532
53725.72853399 0.78087542 0.44982499 -46.54576371 6263.74224327 63.43777057
53725.73236422 0.42652205 0.42911008 -45.24414532 6261.83076806 63.45294385
53726.69296781 -1.09732188 0.42598531 -45.87106616 6258.99111435 63.42713049
53726.69680465 -1.16359270 0.51162546 -45.84046665 6264.68951421 63.42315774
53726.70073976 -1.42619982 0.48165659 -45.33155444 6263.36255432 63.41695584
53726.70460614 -0.96275001 0.45742620 -47.26491224 6260.26895567 63.43365731
53726.70833799 -0.77830100 0.44573970 -46.58854293 6262.88692805 63.43234610
53726.71226709 -1.93486828 0.44513586 -49.12708023 6262.80040774 63.42863043
53726.71606446 -1.24388462 0.43347544 -47.08645120 6261.86854518 63.42494535
53726.71990015 -1.32944602 0.43228502 -48.47394149 6260.17363320 63.43600569
53726.72372681 -1.39726117 0.41147023 -46.81022503 6257.76119736 63.45276137
53726.72756957 -1.13071389 0.40744522 -46.27832013 6260.66294617 63.44610621
53727.67293546 -4.68444610 0.41276365 -47.10453239 6260.04200240 63.44482426
53727.67663665 -5.54994162 0.42441142 -47.01479812 6260.25354360 63.43017144
53727.68050116 -5.51796468 0.45019628 -47.54303413 6261.23274579 63.43058961
53727.68432909 -4.29626375 0.42064972 -46.26914283 6259.81387663 63.43618505
53727.68819765 -4.81629007 0.41863930 -45.75647063 6261.57248844 63.43708856
53727.69206089 -4.35442073 0.42297489 -47.13836679 6259.46438276 63.43546557
53727.69582493 -4.89113795 0.41331029 -45.06509480 6261.64109599 63.44147029
53727.69965692 -4.07427667 0.41402085 -46.80921178 6261.53620292 63.43981123
53727.70352038 -4.51120757 0.42323009 -45.15546684 6260.77490768 63.43069792
53727.70729090 -4.48068338 0.45021664 -45.82439327 6262.07963352 63.42953233
53728.75956354 -8.35881302 0.38627815 -46.23664079 6258.69501322 63.45232295
53728.76336126 -7.92858388 0.38018073 -46.06753200 6258.68973303 63.46384599
53728.76715191 -6.64781627 0.39507106 -45.24498589 6260.60362398 63.45122477
53728.77101400 -7.36874427 0.37996316 -47.09759751 6258.16184908 63.46935826
53728.77484308 -7.51801158 0.38998378 -46.37472475 6258.49923467 63.45817923
53729.73837837 -3.14485069 0.44372648 -46.72503213 6260.46822870 63.43669384
53729.74228085 -3.02017086 0.43310783 -46.06380721 6259.04360037 63.43289828
53729.74608331 -3.74912193 0.42410181 -45.70439680 6261.40992205 63.43013856
53729.74991668 -3.07767184 0.41522648 -45.91788244 6261.12051907 63.44283399
53729.75375977 -2.00987126 0.42013261 -45.59389508 6260.09537537 63.44391273
53729.75754731 -3.35380060 0.41224421 -45.57133198 6260.59932117 63.44343060
53729.76141562 -3.67382109 0.42237342 -46.51818287 6262.10852255 63.43557134
53729.76521810 -3.18439471 0.40992123 -45.39652136 6261.43869276 63.44914299
53729.76904835 -3.23004334 0.39487907 -46.54672099 6260.96390067 63.44626835
53729.77295348 -2.97146039 0.41084272 -46.43164868 6259.35958476 63.45030953
53757.58920776 -2.08791553 0.40759390 -45.63816174 6262.08046712 63.43615233
53757.59490515 -3.63133150 0.38111281 -45.93687944 6261.73863360 63.44217578
53758.57686131 -6.04721953 0.29482479 -47.23831223 6261.35289081 63.45316441
53759.58600592 -3.94904870 0.27910363 -47.64804905 6261.18967302 63.45555651
53760.66753300 -0.88777755 0.34711513 -46.84287946 6262.13744105 63.43145370
53761.60385826 -1.09695150 0.28967874 -47.24201239 6262.51864100 63.45360430
53762.59382440 -2.37546894 0.36701649 -47.36839590 6260.19613411 63.44273202
53763.59530687 -4.47133403 0.26015112 -47.34096653 6260.64174168 63.45997750
53764.61737162 -3.04278094 0.23418463 -46.08325131 6258.92847324 63.48410174
53765.60271078 -3.84504319 0.24829914 -47.06564355 6259.89941060 63.47754423
53782.55964684 2.31844829 0.29163040 -47.05322314 6263.97578611 63.43126267
53784.58712416 -5.49170512 0.33823270 -48.19090261 6264.38376777 63.41474420
53786.61209036 -4.91905704 0.29876167 -47.37898882 6265.91201803 63.41920942
53788.60095654 -5.77470429 0.31741495 -46.25198481 6266.95959964 63.40792307
53790.59173683 1.19267505 0.27924588 -45.44408820 6266.63841317 63.38583556
53810.58439613 -1.14782881 0.29648687 -46.12999198 6264.56838679 63.42297273
53811.57398926 1.01758309 0.28591034 -46.46052338 6266.25110745 63.41620459
53811.59741477 1.94848916 0.29419193 -45.43306433 6268.01291950 63.40091759
53812.55963576 2.32693556 0.33789490 -45.05973877 6268.88618177 63.38886916
53814.60181034 -3.46558496 0.30088372 -45.17654383 6264.63548232 63.40313894
53817.59439726 1.87366094 0.32236168 -46.40374010 6265.23413659 63.41740755
53829.51838585 1.90055031 0.60760697 -46.29834284 6265.09233377 63.43326438
53829.52379903 2.11478601 0.53736327 -47.65825572 6263.90738794 63.42751286
53831.51596725 -1.78588111 0.39672596 -47.27772347 6261.57881681 63.45477625
53831.52103507 -2.49419938 0.40660004 -47.32005714 6261.08212371 63.45472070
53835.51870550 -0.31347721 0.47627012 -46.62356142 6262.34796570 63.40070621
53835.52325505 -0.00727738 0.54662465 -47.47585810 6266.15006918 63.38223108
53861.46254976 0.23633902 0.34911529 -44.53512721 6269.71570551 63.34863024
53862.46828481 -3.96111256 0.30178774 -45.13918745 6267.06814205 63.38014972
53863.46298195 -4.89002716 0.28135122 -46.21236261 6264.16296821 63.40880030
53864.45755108 -1.63251942 0.35783506 -46.70309914 6267.36052589 63.38190239
53865.45576908 -4.55710727 0.26045676 -46.76704713 6260.81861967 63.44594336
53866.45705359 -3.43794295 0.28182884 -47.50400800 6261.80912503 63.44629633
53867.47518150 -2.07880312 0.29027099 -45.91459869 6265.09340660 63.42395956
53868.45562309 0.99746674 0.32405437 -46.65677161 6265.22049893 63.40101781
53869.45694846 -0.48077222 0.27250427 -46.03897689 6262.14439134 63.44961181
53870.45553805 -3.65136213 0.37914626 -45.68243798 6266.93208709 63.39173839
53871.45651527 -4.32024544 0.32181625 -46.84056434 6264.35155197 63.41897526
53882.46230272 0.69022577 0.70729075 -49.68265358 6275.47265827 63.28420603
53882.46611824 1.50111687 0.70757491 -51.70208072 6275.55086272 63.28813363
53882.47004581 0.90635612 0.72182398 -48.41973833 6277.56863088 63.28819032
53974.92325578 -0.42491463 0.45118076 -46.48570606 6275.06679011 63.32372786
53980.91014475 3.38951511 0.49195897 -46.89345229 6271.29898735 63.34291956
53980.91567620 2.38962056 0.47132130 -47.69622985 6273.70601011 63.32421803
53981.91962033 1.59098571 0.67255875 -47.70736244 6271.48533859 63.32423292
53981.92220841 1.08329673 0.72037821 -50.04844696 6271.55353155 63.32579105
53981.92488593 1.76660242 0.72701958 -47.33292471 6274.81547760 63.30402007
53981.92750762 2.23270443 0.71339971 -46.49644224 6277.55087079 63.27594679
54047.80535335 -4.90739645 0.36746078 -47.12950210 6270.37291932 63.39472910
54049.80123292 0.43230014 0.33256119 -45.46569190 6267.47396009 63.40665606
54051.81591786 -0.95149221 0.43524238 -47.65939079 6266.45896747 63.41186755
54053.82585055 -2.15531221 0.32062068 -47.24191055 6263.62795214 63.42955100
54055.83074919 -5.85285339 0.31981853 -47.88170047 6263.92473062 63.41495254
54077.73805003 -2.68495178 0.29266036 -45.00859796 6263.80527141 63.40987610
54079.70734803 6.46843170 0.37898496 -45.62484345 6265.88259123 63.40825904
54081.71546296 1.61203155 0.47992706 -47.62519470 6268.63692761 63.40117736
54083.76416715 1.83819431 0.50356643 -48.40744684 6267.86447665 63.40911176
54115.61255394 -4.24185887 1.08626098 -43.72059998 6279.10612623 63.30902596
54115.61836514 -2.86648068 0.92310756 -45.26117304 6272.49395841 63.34196170
54120.67568769 1.11163072 0.45344668 -48.01443037 6274.14963115 63.15424176
54120.68178081 -0.02978015 0.44084796 -46.95460257 6270.57909858 63.18520246
54121.64123606 -0.01997402 0.47495520 -48.30988265 6271.95601471 63.35733536
54121.64707893 -0.34685031 0.45462348 -46.07381810 6271.27441746 63.37929028
54136.60886144 -0.06151430 0.37386486 -47.86548023 6265.73898107 63.40073217
54136.61437095 0.11798212 0.35485316 -47.57795327 6269.10217503 63.40468341
54137.60049718 -0.26973854 0.36373171 -47.52260572 6266.74404825 63.39403836
54137.60596514 -0.82975250 0.36600616 -48.46505423 6267.85428767 63.40482515
54141.60670120 -1.54749162 0.52865235 -47.93791382 6271.96440404 63.33135045
54141.61242751 -1.72401904 0.51122108 -48.03189360 6274.00641105 63.32395415
54143.55807739 1.15699421 0.45950682 -48.01740703 6271.45012303 63.35729004
54143.56385530 0.85365960 0.43701724 -47.88898897 6270.90639484 63.35397058
54167.54428021 0.78870382 0.28193991 -45.50265511 6264.77056098 63.41362511
54169.51856726 -2.74636329 0.25000105 -45.53744480 6263.29623663 63.43922779
54171.53952042 -6.31193849 0.25228512 -46.85194288 6266.65120582 63.42087662
54173.54435178 -3.39867636 0.26958831 -46.74877145 6269.58905060 63.39355384
54194.49896878 -3.09115704 0.42055760 -45.83238929 6267.44340668 63.39318547
54194.50433937 -2.08313323 0.42943461 -45.56272507 6268.28898911 63.37884464
54196.49889060 3.04180826 0.49810503 -47.07896383 6268.14356454 63.37117574
54196.50401675 3.46151510 0.48798834 -45.48081722 6270.66360798 63.36220980
54197.49499602 -1.17575002 0.45610652 -47.77781827 6266.81031575 63.38928181
54197.50032496 -1.36559128 0.45985141 -46.46518578 6268.86805675 63.38791993
54198.50795293 -4.62928635 0.40390230 -46.79531358 6267.65556182 63.38429040
54198.51327376 -4.44320168 0.42217084 -44.99436627 6268.73873125 63.37022427
54199.49532047 -3.69061310 0.38655719 -47.57336855 6269.17022747 63.36631124
54199.50058991 -2.77035453 0.39357795 -46.67402187 6268.94153737 63.35105125
54200.48312564 -0.41401664 0.41992515 -47.12891258 6267.77027123 63.37502267
54200.48829751 0.16331238 0.42586085 -46.90268982 6271.39555999 63.35960615
54202.49410763 -0.94510044 0.51888066 -46.36406923 6267.94793411 63.36001492
54202.49951825 0.01022620 0.52053558 -45.77065329 6273.77672956 63.32682421
54225.48762463 6.16032086 0.73976996 -46.26486046 6274.38369825 63.29588256
54225.49238019 5.88788921 0.96316074 -48.96494750 6275.44365282 63.26784235
54228.47974456 -0.90242635 0.80272371 -46.81747024 6268.37837376 63.38582251
54228.48464086 -0.52730116 0.65354652 -45.64545801 6274.66564188 63.34882801
54229.48287309 -1.55180144 0.68817310 -44.07474049 6277.60603393 63.33683037
54229.48767145 -1.45049250 0.66685841 -46.20507452 6277.70919660 63.30887288
54231.46243911 0.11335161 0.55880259 -46.12872652 6269.72770584 63.35315522
54231.46738067 0.46055187 0.53347343 -46.01387554 6270.23263714 63.35150057
54232.47157891 -1.20164821 0.59975576 -46.35529059 6271.36525839 63.35065607
54232.47656534 -2.28322261 0.58052522 -45.54268670 6271.09968192 63.34861612
54233.45950237 0.23737062 0.88994799 -47.88816485 6274.98473927 63.30140627
54233.46457921 0.41476069 1.10569964 -45.14197000 6280.08598392 63.27556940
54234.48861153 1.33413488 0.64478600 -45.67464592 6272.87978977 63.33224958
54234.49364281 0.44336952 0.60612324 -47.06342690 6274.30191641 63.33477379
54315.88893304 -6.76444331 0.99379669 -47.46754724 6285.87784914 63.15261061
54319.90948906 -3.14492543 0.40854726 -45.97717381 6276.53915218 63.30025598
54342.87494827 0.06282446 0.30506421 -47.88034111 6275.38024045 63.32431815
54346.90580145 2.64655180 0.81746018 -44.78849599 6273.06421317 63.36935525
54346.90801495 2.75435436 0.78385195 -49.37572594 6272.62530705 63.40271542
54346.91019021 2.26664979 0.84300251 -47.95801701 6271.79375585 63.36452408
54346.91242080 1.98260573 0.81786854 -50.19530269 6274.96896080 63.37743885
54346.91461428 4.15521110 0.81585219 -45.46789913 6270.85234616 63.37623166
54347.88607402 6.36869311 0.80278964 -43.46887503 6267.77397932 63.39229722
54347.88817162 4.50971089 0.78584124 -46.24763717 6265.90146490 63.40283821
54347.89026865 2.60749856 0.85258552 -53.74253488 6272.83395691 63.37160123
54347.89236903 4.55935449 0.89073518 -45.61328637 6272.68039200 63.36983184
54347.89454211 4.71932334 0.74341396 -48.24440466 6266.90366945 63.39374319
54349.87798371 2.14020881 0.30333298 -46.07727403 6271.77664027 63.36428942
54385.79410666 0.94362545 0.37227225 -46.79191659 6279.43701807 63.31719575
54386.75039887 2.78386617 0.29201458 -46.63802475 6276.51608799 63.33158529
54387.79024892 1.43530761 0.27329809 -46.30412861 6272.02034895 63.36748155
54390.79823108 2.21585645 0.30198120 -47.20595962 6268.06387505 63.39512548
54392.73583535 -4.19416826 0.37466474 -48.51235709 6270.99907986 63.36832357
54393.76874640 -1.74231521 0.26569287 -48.16976739 6273.58188039 63.35389932
54394.76066118 0.42095396 0.31290948 -48.22662500 6271.61957733 63.35642138
54419.79483122 -3.91788960 0.30511865 -46.58123770 6270.86938817 63.34824611
54420.76773107 -4.13855376 0.25841393 -45.61700122 6268.50394750 63.38358629
54421.72725954 -7.06803987 0.23172679 -46.00769907 6266.59442494 63.40470763
54422.74183254 -7.86455167 0.29083176 -46.58156332 6271.62808127 63.36260390
54423.76892730 -2.65203758 0.31325603 -48.07072050 6265.61859598 63.39712364
54424.74242328 1.55198931 0.31182992 -46.71203560 6266.98783181 63.39848802
54425.73740146 1.92715556 0.33532186 -48.03212794 6264.46636317 63.39938677
54426.71706692 -0.25069321 0.23845170 -46.97916392 6262.27949413 63.42999017
54427.74666585 1.91281497 0.26681564 -46.82004712 6266.01516102 63.39542016
54428.75609328 4.44775109 0.26718968 -46.83307536 6267.43109298 63.38402278
54429.72969008 1.84024995 0.31167946 -48.19877940 6269.13945443 63.36868358
54445.73210415 3.66290258 0.36800259 -46.26974546 6270.23932389 63.35385769
54445.73734633 3.62087936 0.38357715 -47.03673435 6269.57281555 63.34557784
54451.75786743 1.48906860 0.49514204 -47.04648815 6269.36842515 63.37259253
54451.76326958 0.61026696 0.45339260 -48.00371642 6271.20879008 63.36539239
54454.76846192 3.23893497 0.37955295 -47.21787647 6275.59789498 63.33084175
54454.77391337 3.42321607 0.38866805 -47.61830483 6275.42274014 63.33118398
54478.66607403 -6.41681645 0.27090892 -45.63772103 6276.02469992 63.31841373
54479.62278831 -7.14304076 0.27816181 -44.76986433 6276.38101835 63.32241374
54480.58565528 -3.71797599 0.31562620 -45.07688719 6276.89461939 63.30679977
54483.59418277 1.08171811 0.28685314 -44.62806461 6275.53666829 63.30316120
54484.62777104 1.76667348 0.25140719 -45.49450192 6277.35324219 63.31083396
54486.58771512 -0.14497098 0.32339345 -46.08293474 6277.06311923 63.30004696
54529.54221234 1.94105461 0.30967541 -43.55898490 6281.00639273 63.26460150
54555.49222718 0.04500706 0.28173872 -45.55096181 6269.94703857 63.38401251
54556.48389317 -2.56039944 0.27818508 -44.17595465 6267.05460042 63.39066142
54557.48634050 -0.98517430 0.35958056 -45.60647828 6269.25533655 63.37698639
54562.47983182 -0.71618147 0.24228452 -46.66029645 6264.54529528 63.41306582
54566.47674411 -2.18337526 0.30445577 -48.15919939 6270.01798756 63.34909033
54570.47545632 5.09841030 0.34715222 -46.83654294 6279.94623640 63.27402599
54736.87598221 -0.27953163 0.42055919 -46.96032364 6285.34433572 63.22985494
54852.69438869 -0.13377541 0.26643340 -44.84732729 6292.21254137 63.15905381
54854.61374754 -1.67915801 0.27021907 -43.85263016 6291.32236183 63.16730773
54932.50503548 -1.20782976 0.24656296 -42.86604615 6295.35338846 63.13262794
54934.47579080 2.65410987 0.33883668 -42.70663242 6300.39830610 63.08612537
54935.48857260 1.66887820 0.38666642 -42.07312077 6294.37026718 63.14342635
54937.47462997 3.89702124 0.31793829 -43.56834537 6293.21894159 63.15716994
54939.48457610 -1.43454702 0.30131437 -45.22369958 6288.82091305 63.20044636
