Time RV eRV BIS FWHM Contrast
54941.50325154 -0.39771848 0.24118796 -45.11780017 6287.12598455 63.21483662
54947.46279775 0.22040623 0.25368609 -44.58430473 6291.14242630 63.16613243
54950.47755287 -1.59387798 0.29630267 -43.27764090 6296.62161691 63.11689944
54950.48832690 -1.67374703 0.26838925 -43.76750168 6296.22680617 63.12466581
54951.46649644 -1.23919055 0.35421797 -44.00963710 6298.26468116 63.08779501
54952.47046411 -1.48448713 0.31487340 -43.23040409 6297.98534402 63.07519973
54953.46458974 -0.46452023 0.27303171 -43.31591214 6294.26915670 63.09797207
54954.45993545 0.09720407 0.31385540 -43.07446292 6296.63827464 63.09755503
54959.50270725 4.37371833 0.50434534 -40.44534383 6303.27805004 63.03768882
55096.89208775 1.04265813 0.42812850 -44.45295225 6297.37383064 63.10450039
55098.88807196 0.40974512 0.33595960 -44.26095785 6303.20603907 63.07532330
55100.84140417 4.12180471 0.34455897 -45.61808432 6303.49514191 63.06257867
55103.85737023 -0.42402099 0.59500777 -46.92534294 6311.92680834 63.00621561
55106.84825055 3.51766254 0.37878004 -43.23848160 6308.80531325 63.01427521
55112.84714410 -2.44192251 0.29644464 -41.63074543 6313.26073040 63.00960366
55134.86481681 -2.12279709 0.29410055 -43.33864368 6294.16509632 63.10089336
55138.79616171 2.80417556 0.29446223 -43.67525946 6300.70571253 63.09151567
55141.80922774 3.21130451 0.30855571 -44.41084012 6312.88573748 63.00751369
55166.63190767 7.78575844 0.30610948 -39.39674942 6307.69160549 63.02040756
55168.65268667 0.30236526 0.27890167 -40.91400351 6301.40659879 63.07943489
55169.64569164 2.22082855 0.31749528 -40.87686751 6302.55770257 63.08143070
55272.56017994 6.36369128 0.39265988 -43.38804570 6316.27809870 62.91978763
55279.50351402 6.35493374 0.43111937 -38.51747274 6316.64311551 62.90797966
55284.53997354 3.73721631 0.26016614 -38.82249912 6314.69483128 62.98723244
55424.89210275 3.92414732 0.69841384 -39.88821647 6329.68152150 62.90129400
55456.89331200 3.47125466 0.31121461 -42.70002599 6315.69271656 62.93388208
55484.83848423 5.79174364 0.38465705 -43.61816403 6314.95548916 62.93988741
55487.82596695 4.01347224 0.34678414 -41.74633925 6317.46685195 62.90816479
55519.69397609 0.21808641 0.41132121 -41.39610684 6307.79144715 62.98418318
55523.76295028 4.47406424 0.34944810 -43.60450272 6307.88295379 62.99547996
55525.70030521 0.13266558 0.31106685 -45.67656208 6311.31384556 62.98240519
55526.63212134 1.42339045 0.26909811 -45.29068072 6313.92434965 62.95654379
55526.79546323 -0.24415053 0.26810167 -44.40456271 6309.18523896 63.00768386
55527.71120320 2.95914166 0.28046266 -42.73956798 6317.44148339 62.94351006
55527.79219306 4.07268198 0.28139314 -43.25099823 6314.07279072 62.96431395
55529.78830912 6.28586986 0.46167516 -42.45449979 6322.74151727 62.84306538
55538.62965502 -0.11140624 0.38725486 -39.24339288 6315.51209110 62.92403982
55544.64930180 1.29780637 0.29921659 -40.54926080 6314.12534175 62.94520762
55549.73390234 3.69853457 0.29360884 -41.10575408 6310.78534331 62.96941325
55579.75568429 2.95943225 0.31122441 -39.82508940 6305.49242266 62.98027780
55581.72332174 1.82526350 0.27545633 -41.71337421 6304.80442203 63.02303426
55585.74085101 -0.97893789 0.37200811 -42.40701956 6304.11753667 63.00531995
55612.59584059 0.84638318 0.31166111 -42.35698422 6310.70459473 63.00221519
55635.57391526 7.25445379 0.36393707 -41.76634613 6331.75182828 62.85132880
55637.56293706 8.94932153 0.83199231 -39.45312072 6330.93169692 62.83975484
55640.56988782 7.88513903 0.50359608 -39.78301782 6327.53163580 62.81830961
55653.54869974 1.44812256 0.30556027 -41.31103694 6302.89023222 63.03785504
55662.52467427 1.46939724 0.40351686 -43.37924628 6311.79858184 62.93882069
55835.81674449 1.46298306 0.36125283 -40.49814886 6311.33602834 62.98286398
55844.80160728 0.19025828 0.45550288 -43.62359878 6327.72359927 62.85788274
55871.76780872 3.54052113 0.38601041 -41.87338810 6325.19611479 62.84051860
55879.82803075 5.27694302 0.54266274 -41.26432014 6318.99243994 62.94539433
55894.71135166 4.89237819 0.27623545 -35.89131528 6326.28391736 62.84357377
55895.66204421 7.36659521 0.27360004 -36.83925467 6328.45635308 62.84992211
55895.84892189 4.17300749 0.36617552 -38.36948206 6325.53129140 62.85299537
55896.64356950 3.35086786 0.39997260 -38.74282331 6326.95813956 62.85078709
55896.84634990 3.76566148 0.43719217 -38.83438361 6325.06572588 62.88282857
55897.65972861 6.19343169 0.34689861 -39.07118032 6326.30505866 62.89020279
55897.81625021 5.84712694 0.32092159 -38.99887901 6323.51406927 62.92828237
55902.62117001 4.56111709 0.34090825 -41.98685746 6322.81317011 62.89917155
55923.67314386 -0.47987850 0.30238720 -42.87829370 6322.69407019 62.89108804
55926.59665250 1.37263990 0.34391264 -42.23053922 6323.36394651 62.86586171
55926.76372494 2.52015276 0.40857847 -42.99291586 6322.76321448 62.87628090
55933.66658120 2.76032975 0.30874254 -40.59277605 6324.18980928 62.82155801
55933.78293143 3.87872657 0.37053144 -39.31017496 6327.09721420 62.79353436
56026.54174707 -1.87070181 0.39159544 -43.43729961 6306.05367822 62.98072301
56030.54273202 -2.06815229 0.84061812 -45.47730179 6314.23749494 62.88165596
56173.86661038 -1.88346073 0.44741321 -40.23489163 6310.76296046 62.94745482
56198.87923844 4.63116287 0.61967535 -38.63289560 6345.41251655 62.65469175
56224.85558948 2.71380287 0.37263563 -43.39126599 6322.19889991 62.91347413
56226.86666499 5.77999336 0.50072771 -41.47208339 6321.37173009 62.94032251
56229.80407028 0.76016702 0.37167606 -42.47465455 6322.87176165 62.86650619
56258.74654746 -4.74251452 0.40501962 -45.34479316 6306.21440506 63.02247802
56271.59276055 7.28275832 0.33293009 -40.93668178 6328.74482444 62.82571931
56285.72269070 0.53189107 0.29959056 -42.37230561 6308.05440032 62.98951090
56292.70503638 4.40323728 0.31576511 -42.48706267 6314.16943376 62.93677825
56320.64421057 1.48107450 0.34097039 -42.66881946 6311.68585040 62.93492894
56322.63557567 6.34106258 0.40599763 -39.92572013 6316.63905625 62.91089021
56370.53800911 7.02621290 0.54088123 -39.85468055 6313.30441204 62.89961881
56371.56651949 3.69183615 0.36825077 -38.60626206 6313.49288359 62.92525712
56373.51478829 3.05309789 0.34440552 -39.69607305 6308.01625328 62.96817062
56399.51209182 1.94749687 0.34939978 -44.06173894 6311.68521945 62.94100675
56402.49014729 -1.69478977 0.37705918 -43.41853475 6310.18337558 62.93617333
56403.48769046 -0.02578272 0.39525167 -42.72725455 6314.60100036 62.93305427
56596.82524294 1.82733971 0.45473755 -47.14523831 6302.56126286 63.05193643
56602.87182244 5.26175569 0.33954704 -43.51300475 6312.82522630 62.93687626
56613.79756310 4.77550054 0.39009812 -39.13916638 6313.73828472 62.93823357
56617.74465768 2.11608843 0.40983764 -40.53066799 6312.55851503 62.97323606
56677.52848475 6.35546202 0.42876789 -42.15394517 6311.76711812 62.94702214
56698.59842720 4.85157539 0.32557127 -44.16296849 6305.07357378 62.98434399
56702.52482019 -1.53973108 0.54710224 -48.55745579 6309.14666609 62.97324960
56713.60526989 7.34335064 0.45352566 -40.08689479 6319.77956187 62.87198031
56748.50083137 5.06993733 0.45891355 -45.22674632 6319.42334404 62.90211166
56753.54747332 10.77262613 0.59870714 -41.59239309 6332.41354296 62.78410752
56944.89918076 0.16730014 0.44120638 -45.68348112 6300.87197913 62.69793140
57022.76055828 3.52291659 0.33586415 -44.16338171 6308.64084712 62.99107537
57034.73197997 1.93723331 0.38441704 -43.75573063 6305.02629939 63.03280239
57049.62467404 -2.80000160 0.28899231 -46.67669177 6303.09535161 63.06421523
57080.58430524 7.71742913 0.52551050 -44.66048851 6301.23772000 63.03732906
